boat_speed,wind_speed,angle_of_attack,target_angle,boat_angle
9.87027,19.79146,95.89265999999999,249.8181493154964,119.75504
9.87164,19.80402,95.89266,249.47760484295483,119.6391
9.86585,19.75064,95.89265999999999,249.6196823623933,120.11318999999999
9.88731,19.58872,96.8927,250.1479111011265,119.28144
9.88738,19.58936,96.8927,250.25251321230888,119.27495
9.88861,19.60052,96.8927,250.03624993101727,119.15704
9.86941,19.4258,96.8927,250.03624993101727,119.4645
9.50134,20.86955,87.02504,249.1998039056819,117.2411
9.49945,20.86516,86.99758,249.42118867341213,117.2411
9.53007,20.67231,87.68544,249.33489817887693,117.2411
9.528089999999999,20.67003,87.65404000000002,249.55116188340457,117.2411
9.55956,20.49941,88.3652,249.4652310584076,117.2411
9.55749,20.49926,88.32959,255.16049301827667,117.2411
9.53331,20.35283,88.06125,255.16049301827667,118.2411
9.91283,20.379360000000002,95.35177,251.55925000606675,116.09945
9.9177,20.42393,95.35177,251.6899136353648,115.90255
9.920819999999999,20.45253,95.35177,251.37999912191702,115.77636000000001
9.90898,20.34409,95.35177,360.0,116.12763
9.90898,20.344089999999998,95.35177,251.55391474486302,116.12763000000001
9.91073,20.36014,95.35177,251.7875227814866,116.05745
9.91537,20.4026,95.35177,251.45890820138004,115.8722
9.9063,20.31951,95.35177,251.62569256988456,116.13316
9.90802,20.33527,95.35177,360.0,116.06545
9.90802,20.33527,95.35177,360.0,116.06545
9.90802,20.33527,95.35177,251.8620373301897,116.06545
9.90319,20.29105,95.35177,251.6578551137003,116.18494
9.90485,20.30622,95.35177,360.0,116.12131000000001
9.90485,20.30622,95.35177,360.0,116.12131
9.90485,20.30622,95.35177,251.87565650094444,116.12131000000001
9.89977,20.25967,95.35177,251.6522692542904,116.28298999999998
9.90137,20.27439,95.35177,90.0,116.2232
9.90137,20.27439,95.35177,90.0,116.2232
9.90137,20.27439,95.35177,251.8518860608824,116.2232
9.90553,20.31247,95.35177,251.4640052723711,116.06907
9.896180000000001,20.22679,95.35177,251.61083570882832,116.4254
9.89775,20.24117,95.35177,90.0,116.36919
9.89775,20.24117,95.35177,90.0,116.36918999999999
9.89775,20.24117,95.35177,251.8002793457621,116.36919
9.901810000000001,20.27842,95.35177,251.3946711733094,116.22436
9.89257,20.19377,95.35177,251.53523840640202,116.61023
9.89412,20.207929999999998,95.35177,360.0,116.55743000000001
9.89412,20.20793,95.35177,360.0,116.55743
9.89412,20.207929999999998,95.35177,251.7151461109271,116.55743000000001
9.89813,20.24466,95.35177,251.46264311839008,116.42134
9.89064,20.17606,95.35177,251.59807637516883,116.78583
9.89463,20.21256,95.35177,251.3226528094641,116.65798
9.88745,20.146829999999998,95.35177,251.450730920276,117.05245
9.89144,20.18342,95.35177,251.15377169824245,116.93225
9.8847,20.1216,95.35177,251.2749647050836,117.35491999999999
9.88874,20.15861,95.35177,250.95752169291458,117.24172
9.88252,20.101689999999998,95.35177,251.0739160253653,117.69083
9.88664,20.13939,95.35177,250.73514117114314,117.58412
9.88107,20.08837,95.35177,250.8639919878915,118.05763
9.88989,20.16916,95.35177,250.4857720942327,117.84923
9.87969,20.075779999999998,95.35177,250.55986520507568,118.46036000000001
9.88023,20.0807,95.35177,250.16379103565538,118.40314
9.86995,19.98629,95.35177,250.24129520189706,118.95483
9.87062,19.9925,95.35177,249.86444202992,118.89016
9.86178,19.91023,95.35177,249.94692890966888,119.41318000000001
9.86256,19.91757,95.35177,249.58922826232958,119.34148
9.85498,19.84702,95.35177,249.67621414115848,119.83599
9.85589,19.85543,95.35177,249.3372415135385,119.75784
9.8495,19.796020000000002,95.35177,249.42811713273187,120.22433999999998
9.85049,19.80519,95.35177,249.10745365476157,120.14015
9.84522,19.75615,95.35177,249.2017803116834,120.57937
9.84626,19.76583,95.35177,249.0197273779208,120.48968
9.82789,19.59497,95.35177,249.1078894721908,120.7442
9.82875,19.60289,95.35177,248.90232643446475,120.66062
9.80603,19.43661,95.22675,248.90232643446475,121.0
9.66943,21.07121,89.57388,251.33207115913987,114.02435
9.65552,20.87255,89.57388,251.47104844168663,114.74363000000001
9.65442,20.85683,89.57388,250.91430607583595,114.64111
9.64157,20.6732,89.57388,251.09566635057467,115.39898000000001
9.70465,20.49854,90.9918,251.62398293932216,114.6661
9.70465,20.49853,90.9918,251.78224521001584,114.65786000000001
9.70462,20.49822,90.9918,256.23462876264006,114.52556
9.89627,20.37581,94.9918,90.0,116.46221000000001
9.89627,20.37581,94.9918,251.42334278222046,116.46221
9.90264,20.43694,94.9918,360.0,116.19332
9.90264,20.43694,94.9918,251.28650740940083,116.19332
9.894219999999999,20.356189999999998,94.9918,90.0,116.42318
9.89422,20.35619,94.9918,251.52169955475856,116.42318
9.9003,20.41445,94.9918,186.5715477722784,116.16995
9.9003,20.41445,94.9918,251.35783914116,116.16995
9.891580000000001,20.330820000000006,94.9918,360.0,116.43368999999998
9.89158,20.330820000000006,94.9918,251.54730892285139,116.43368999999998
9.89739,20.38661,94.9918,251.58942721770194,116.19538
9.90236,20.43424,94.9918,251.4078372365633,115.99283
9.88898,20.305870000000002,94.9918,180.0,116.4719
9.88898,20.30587,94.9918,180.0,116.4719
9.88898,20.305870000000002,94.9918,251.61585841206687,116.4719
9.89458,20.35958,94.9918,251.40032716660838,116.2481
9.88555,20.27305,94.9918,360.0,116.57717
9.88555,20.27305,94.9918,360.0,116.57717
9.88555,20.27305,94.9918,251.59624266445155,116.57717
9.89099,20.32514,94.9918,270.0,116.36681000000002
9.890989999999999,20.32514,94.9918,251.3567728864703,116.36681000000002
9.88197,20.23865,94.9918,180.0,116.72654
9.881969999999999,20.23865,94.9918,180.0,116.72653999999999
9.88197,20.23865,94.9918,251.54142070111615,116.72654
9.88728,20.28957,94.9918,186.6983684797348,116.52883
9.88728,20.28957,94.9918,251.2788481970644,116.52883
9.87836,20.20407,94.9918,360.0,116.91805
9.87836,20.20407,94.9918,360.0,116.91805
9.87836,20.20407,94.9918,251.45308758140519,116.91805
9.88359,20.25422,94.9918,251.16837745310883,116.73233
9.874880000000001,20.17066,94.9918,251.33280458485103,117.14972
9.88007,20.22047,94.9918,251.02688589780558,116.97522
9.87165,20.13972,94.9918,251.1822640793397,117.41958000000001
9.87685,20.18958,94.9918,250.89003668100213,117.25557
9.873569999999999,20.15813,94.9918,251.01602067004,117.58559
9.87454,20.16737,94.9918,250.6705820313468,117.55753
9.86699,20.095,94.9918,250.811119773582,118.05176999999999
9.87234,20.14634,94.9918,250.44598627289884,117.90634
9.86542,20.0799,94.9918,250.57855287034408,118.42154
9.87087,20.13216,94.9918,250.19817606590718,118.28526
9.86453,20.07142,94.9918,250.28440051800084,118.82206000000001
9.86529,20.07865,94.9918,249.8704829613657,118.74408
9.85511,19.98152,94.9918,249.9635017336973,119.32276999999999
9.85607,19.99051,94.9918,249.58705926404548,119.2347
9.84797,19.914720000000006,94.9918,249.67343250516552,119.69861999999999
9.84814,19.91631,94.9918,249.29574414980343,119.68322
9.84022,19.84226,94.9918,249.40071774855653,120.20925
9.8415,19.85421,94.9918,249.04057240538344,120.10278
9.834760000000001,19.79109,94.9918,249.1506034563289,120.6032
9.83614,19.80409,94.9918,248.8075811199916,120.48843
9.83048,19.75112,94.9918,248.92217563197516,120.96382
9.83195,19.76485,94.9918,248.72141492044312,120.84145
9.8134,19.59133,94.9918,248.828500761035,121.12868
9.81462,19.60271,94.9918,248.60775853045527,121.01364
9.79602,19.42876,94.9918,248.60775853045527,121.32453999999998
